score,savings,income,fte,single,time.address,time.employed
39.39980639,0.012,111.168,TRUE,FALSE,27,8
51.79090029,0.654,56.4,TRUE,FALSE,29,33
32.81703775,0.748,36.744,TRUE,TRUE,2,16
57.30880929,0.616,55.992,TRUE,TRUE,14,7
37.1732817,4.132,62.04,TRUE,TRUE,2,14
33.68828654,0,43.752,TRUE,TRUE,7,7
25.55663117,0.936,79.008,TRUE,TRUE,4,11
32.04259439,0.004,45.408,TRUE,FALSE,3,3
41.33591481,4.258,55.224,TRUE,TRUE,16,18
26.71829622,0.006,55.032,TRUE,FALSE,10,32
31.55856728,0.702,90.936,TRUE,FALSE,2,13
51.69409487,5.156,129.6,TRUE,TRUE,22,21
42.40077444,1.214,113.736,TRUE,TRUE,5,4
45.8857696,0,41.952,TRUE,TRUE,5,6
45.69215876,2.77,57.624,TRUE,TRUE,12,11
60.30977735,17.808,60,TRUE,TRUE,24,22
32.62342691,1.14,47.232,TRUE,TRUE,33,56
51.11326234,5.474,61.584,TRUE,TRUE,103,3
49.37076476,3.84,214.008,TRUE,TRUE,13,12
23.03969022,0,71.784,TRUE,FALSE,5,53
48.01548887,1.302,44.184,FALSE,TRUE,7,7
31.75217812,0,58.536,TRUE,TRUE,4,13
37.07647628,6.484,79.68,TRUE,FALSE,1,16
23.71732817,0.006,48.552,TRUE,TRUE,7,4
34.26911907,0,63.24,TRUE,TRUE,4,2
51.59728945,6.126,51.672,TRUE,TRUE,12,29
15.19845111,0.256,66.264,TRUE,FALSE,18,0
35.91481123,3.198,48.288,TRUE,TRUE,6,16
53.63020329,2.454,51.264,TRUE,TRUE,18,1
32.23620523,0.936,43.272,TRUE,TRUE,13,12
29.71926428,0.438,71.688,TRUE,TRUE,15,4
39.49661181,0.672,45.744,TRUE,TRUE,6,43
43.85285576,4.202,50.736,TRUE,FALSE,5,42
25.07260407,0.06,67.44,TRUE,FALSE,18,85
29.71926428,0.46,53.568,TRUE,TRUE,8,6
29.52565344,1.126,67.848,TRUE,FALSE,6,10
41.62633107,34.854,36.624,FALSE,TRUE,23,22
22.36205227,0.072,104.4,TRUE,TRUE,19,4
19.36108422,0.094,37.752,TRUE,TRUE,15,35
56.63117135,1.052,124.032,TRUE,FALSE,21,96
37.07647628,0.812,106.944,TRUE,FALSE,10,3
27.68635044,0.166,77.4,TRUE,FALSE,0,38
38.43175218,2.504,82.32,TRUE,TRUE,17,33
26.1374637,0.29,81.6,TRUE,TRUE,0,35
14.81122943,0.006,66,TRUE,TRUE,4,16
33.68828654,0,60,TRUE,TRUE,6,24
26.1374637,0.022,83.184,TRUE,FALSE,25,5
44.91771539,1.252,42.336,TRUE,TRUE,6,44
60.89060987,5.556,140.16,TRUE,FALSE,18,0
35.14036786,1.456,58.224,FALSE,FALSE,2,21
30.00968054,2.39,89.256,TRUE,FALSE,1,3
53.82381413,0.64,86.064,TRUE,FALSE,25,58
32.62342691,0.91,48.48,TRUE,TRUE,10,1
29.23523717,0.288,41.568,TRUE,TRUE,2,62
41.81994192,2.114,48.12,TRUE,TRUE,7,9
19.55469506,0,49.464,FALSE,TRUE,3,3
42.30396902,0.286,52.08,TRUE,FALSE,3,3
41.81994192,1.512,66.552,TRUE,TRUE,103,48
52.85575992,0.596,90.576,TRUE,FALSE,44,25
46.46660213,0.16,48,TRUE,TRUE,6,16
21.78121975,0,84,TRUE,TRUE,1,0
26.33107454,1.77,72.048,TRUE,TRUE,4,60
28.94482091,0.004,60.936,TRUE,TRUE,12,50
35.91481123,2.626,48,TRUE,TRUE,7,26
39.49661181,0.954,51.84,TRUE,TRUE,16,32
43.65924492,2.218,85.296,TRUE,FALSE,3,0
52.85575992,0.178,129.984,TRUE,TRUE,216,32
32.04259439,0,35.568,FALSE,TRUE,1,4
12.3910939,0.016,87.672,TRUE,TRUE,19,25
32.13939981,1.176,65.352,TRUE,FALSE,2,10
42.40077444,2.2,43.056,TRUE,TRUE,5,3
42.11035818,0.288,137.136,TRUE,FALSE,22,54
34.07550823,1.816,39.432,FALSE,TRUE,3,24
30.30009681,0,75.768,TRUE,TRUE,5,3
19.55469506,0.002,57.6,TRUE,FALSE,4,8
27.49273959,0.018,47.304,TRUE,FALSE,2,6
29.71926428,0.732,120.24,TRUE,FALSE,17,13
44.62729913,3.006,48,TRUE,TRUE,4,4
44.82090997,0.48,103.152,TRUE,TRUE,4,1
34.26911907,3.108,63.072,TRUE,TRUE,4,27
47.7250726,0,46.464,TRUE,TRUE,14,16
21.39399806,0.768,55.2,TRUE,FALSE,5,57
54.5982575,0.476,48.624,TRUE,TRUE,0,0
45.78896418,0.176,47.256,TRUE,TRUE,4,7
35.81800581,0.142,50.688,TRUE,TRUE,18,44
47.43465634,2.244,70.008,TRUE,TRUE,2,6
33.68828654,0.926,52.992,TRUE,TRUE,0,0
24.2981607,1.202,57.6,FALSE,TRUE,2,12
46.46660213,0,150,TRUE,TRUE,5,14
33.68828654,0,64.296,TRUE,TRUE,7,15
39.30300097,2.332,42.24,TRUE,FALSE,9,19
9.68054211,0.004,58.464,TRUE,FALSE,6,35
69.02226525,3.918,48,TRUE,TRUE,43,43
51.11326234,3.734,42.432,TRUE,TRUE,6,47
39.88383349,3,144.864,TRUE,TRUE,4,1
35.62439497,0.866,78.168,TRUE,TRUE,8,11
39.98063892,2.962,72,TRUE,FALSE,8,3
22.26524685,0,73.2,TRUE,TRUE,4,5
39.39980639,1.644,56.28,TRUE,TRUE,9,72
30.20329138,2.798,90,TRUE,TRUE,7,0
43.27202323,0.114,64.8,TRUE,TRUE,3,6
35.14036786,1.26,43.512,TRUE,TRUE,4,4
21.87802517,0.202,72,TRUE,TRUE,1,2
29.71926428,0.412,50.544,FALSE,TRUE,12,22
74.73378509,0.5,72.792,TRUE,FALSE,40,73
46.85382381,6.072,49.848,TRUE,TRUE,2,5
21.87802517,0.12,55.488,TRUE,TRUE,0,1
44.91771539,0.61,60.312,TRUE,TRUE,60,2
36.20522749,0,38.16,TRUE,TRUE,30,23
34.75314618,0.35,44.544,FALSE,TRUE,2,2
79.76766699,2.452,66.24,TRUE,TRUE,6,11
67.37657309,11.134,88.176,TRUE,TRUE,5,7
35.52758955,0,58.464,TRUE,TRUE,12,5
51.79090029,3.616,65.256,TRUE,FALSE,8,42
10.93901258,0.008,71.088,TRUE,TRUE,5,38
36.30203291,3.4,50.64,TRUE,TRUE,6,24
39.30300097,1.648,31.992,TRUE,TRUE,31,0
20.81316554,0.01,81.84,TRUE,FALSE,0,3
43.17521781,2.92,52.56,TRUE,TRUE,10,5
31.84898354,0.778,61.488,TRUE,FALSE,10,45
51.11326234,4,57.6,TRUE,TRUE,25,37
50.14520813,2.262,86.784,TRUE,TRUE,8,92
36.59244918,0.004,56.592,TRUE,TRUE,44,12
24.49177154,0,109.632,TRUE,FALSE,2,19
33.30106486,0.362,56.4,FALSE,TRUE,5,4
39.0125847,3.064,53.352,TRUE,TRUE,2,23
29.8160697,0.01,45.192,TRUE,TRUE,6,31
36.97967086,0.012,117.576,TRUE,FALSE,3,15
51.69409487,0.088,157.344,TRUE,TRUE,8,25
39.30300097,0,53.712,FALSE,FALSE,17,2
34.75314618,0.226,61.344,FALSE,TRUE,1,37
25.84704743,0.022,87.384,TRUE,FALSE,5,11
22.26524685,0.038,41.424,TRUE,TRUE,3,5
29.13843175,0.226,43.152,TRUE,TRUE,0,1
55.46950629,0.06,53.472,TRUE,FALSE,16,35
45.4017425,0.022,56.688,TRUE,FALSE,11,4
6.873184898,0.016,91.512,TRUE,TRUE,0,0
37.36689255,0.018,78.384,TRUE,FALSE,2,10
19.55469506,0.004,60,TRUE,TRUE,0,4
31.84898354,0.416,153.336,TRUE,FALSE,6,6
32.23620523,0.6,62.592,TRUE,FALSE,7,4
23.71732817,0,69.984,TRUE,TRUE,8,14
25.94385286,1.404,74.568,TRUE,TRUE,2,38
55.08228461,0.154,43.296,TRUE,TRUE,2,47
28.55759923,0.182,33.072,TRUE,TRUE,24,15
35.43078412,1.204,69.792,FALSE,FALSE,22,68
26.04065828,0.378,48,TRUE,TRUE,26,23
31.6553727,0.008,43.68,TRUE,TRUE,13,9
26.23426912,0.98,69.6,TRUE,FALSE,3,49
33.39787028,0.324,46.248,TRUE,TRUE,26,61
21.78121975,0.396,46.848,TRUE,FALSE,5,18
64.18199419,15.612,67.584,TRUE,FALSE,298,6
44.33688287,1.162,47.304,TRUE,TRUE,101,64
40.46466602,0.454,64.584,TRUE,TRUE,6,1
28.94482091,0,51.84,TRUE,TRUE,5,2
31.46176186,3.564,121.464,TRUE,TRUE,13,18
69.89351404,4.012,78.312,TRUE,TRUE,190,20
27.49273959,0.658,47.736,TRUE,TRUE,2,0
29.52565344,0.006,47.832,TRUE,FALSE,2,10
29.33204259,0.598,83.664,TRUE,FALSE,11,11
18.39303001,0.012,43.296,TRUE,FALSE,3,2
16.45692159,0,36.288,FALSE,TRUE,8,1
33.30106486,0.192,68.256,TRUE,TRUE,8,8
39.30300097,1.49,61.992,TRUE,TRUE,242,1
29.71926428,0.584,98.16,TRUE,TRUE,13,3
31.75217812,1.82,72,TRUE,TRUE,3,1
39.30300097,1.48,49.824,TRUE,TRUE,23,3
35.91481123,1.436,41.592,TRUE,TRUE,37,30
37.65730881,2.308,41.592,TRUE,TRUE,0,48
62.34269119,1.51,81.96,TRUE,FALSE,17,76
43.36882865,0.354,72,TRUE,TRUE,6,2
34.8499516,0.03,94.536,TRUE,FALSE,4,28
14.81122943,0.008,53.04,TRUE,TRUE,1,56
53.14617619,0.696,61.8,TRUE,FALSE,30,17
86.2536302,4.814,158.256,TRUE,FALSE,16,9
18.97386254,0.012,43.584,TRUE,TRUE,7,44
44.91771539,0.458,36.96,FALSE,TRUE,11,13
48.49951597,6.524,67.2,TRUE,TRUE,5,14
40.07744434,0.552,37.08,TRUE,FALSE,10,9
36.49564376,7.508,63.984,TRUE,TRUE,2,0
36.30203291,0,40.8,FALSE,TRUE,1,29
35.3339787,0.614,88.44,TRUE,TRUE,2,19
40.85188771,0.552,66.504,TRUE,FALSE,13,5
39.49661181,0.732,41.76,TRUE,TRUE,36,41
28.55759923,0.03,103.92,TRUE,FALSE,16,31
51.21006776,56.87,47.016,TRUE,FALSE,25,0
52.2749274,6.428,48,TRUE,TRUE,0,9
10.84220716,0.002,76.8,TRUE,FALSE,1,3
37.07647628,0.89,66.24,TRUE,TRUE,24,74
39.49661181,1.082,53.832,TRUE,TRUE,7,24
37.36689255,1.24,58.704,TRUE,TRUE,6,43
36.97967086,0.404,56.568,TRUE,TRUE,7,6
19.65150048,0.004,52.8,TRUE,TRUE,4,62
40.07744434,0.422,69.984,TRUE,TRUE,36,34
40.27105518,0.016,56.64,TRUE,TRUE,27,24
40.56147144,0.18,73.392,FALSE,FALSE,37,13
25.55663117,0.692,62.4,TRUE,TRUE,4,31
12.29428848,0.01,48,TRUE,TRUE,1,11
47.53146176,0.662,60.888,TRUE,TRUE,4,1
38.43175218,1.132,55.2,TRUE,TRUE,2,14
42.40077444,3.472,68.16,TRUE,TRUE,2,32
39.98063892,4.118,59.976,TRUE,TRUE,4,4
26.42787996,2.354,131.184,TRUE,FALSE,3,1
41.52952565,0.618,52.392,TRUE,TRUE,24,13
14.81122943,0.026,36.264,TRUE,FALSE,2,20
52.08131655,0.21,64.128,TRUE,TRUE,7,73
29.71926428,0.41,81.432,TRUE,TRUE,7,6
8.615682478,0,59.712,TRUE,TRUE,42,0
54.5982575,0.384,38.4,TRUE,TRUE,46,53
61.56824782,0.742,49.992,TRUE,TRUE,1,1
25.26621491,0.836,87.6,TRUE,FALSE,7,7
14.71442401,0,46.8,TRUE,TRUE,1,2
28.55759923,0.006,134.4,TRUE,FALSE,8,43
25.55663117,0.522,35.184,TRUE,TRUE,2,10
50.53242982,1.312,64.872,TRUE,TRUE,14,91
35.3339787,0.976,52.512,FALSE,TRUE,4,3
35.52758955,0.052,34.416,TRUE,TRUE,91,33
32.23620523,0.388,51.504,TRUE,TRUE,7,36
33.30106486,0.216,64.992,TRUE,TRUE,13,23
43.27202323,1.25,63.96,TRUE,TRUE,6,65
44.24007744,0,38.736,TRUE,TRUE,3,2
28.17037754,0.108,100.992,TRUE,FALSE,7,10
33.39787028,0.222,65.328,TRUE,TRUE,28,62
12.29428848,0.036,49.776,TRUE,TRUE,2,7
37.46369797,0,53.256,TRUE,TRUE,3,6
53.04937076,45.574,58.32,FALSE,FALSE,2,10
44.14327202,0,57,TRUE,TRUE,13,17
23.91093901,2.724,60,TRUE,TRUE,4,0
22.07163601,0.022,65.616,TRUE,TRUE,3,3
8.131655373,0.02,52.8,TRUE,FALSE,2,0
97.77347531,7.418,119.736,TRUE,FALSE,26,92
36.97967086,0.466,29.928,TRUE,TRUE,5,7
47.43465634,0.912,49.344,FALSE,FALSE,54,53
29.42884802,0.164,111.768,TRUE,FALSE,3,1
29.13843175,0.006,80.904,TRUE,TRUE,8,20
19.36108422,0.038,63.888,TRUE,TRUE,5,42
36.97967086,1.054,67.128,TRUE,TRUE,24,1
56.63117135,2.976,72.504,TRUE,FALSE,2,38
41.04549855,0,43.992,TRUE,TRUE,2,2
28.17037754,0.856,73.992,FALSE,TRUE,7,48
52.2749274,0.592,55.2,TRUE,TRUE,121,62
19.16747338,0.418,57.288,FALSE,FALSE,4,28
58.66408519,5.06,148.536,TRUE,FALSE,11,49
19.55469506,0,61.8,TRUE,TRUE,4,4
36.6892546,1.056,59.616,TRUE,FALSE,4,13
56.72797677,3.452,84.48,TRUE,FALSE,4,5
49.66118103,1.1,50.928,TRUE,TRUE,19,66
26.81510165,0,25.8,TRUE,FALSE,6,6
35.23717328,0.006,79.368,TRUE,TRUE,36,37
18.97386254,0.016,111.432,TRUE,TRUE,14,6
35.72120039,0.242,48.864,TRUE,FALSE,2,45
41.43272023,0,44.64,TRUE,TRUE,6,83
33.68828654,0.016,44.808,TRUE,TRUE,10,6
36.20522749,0.04,52.2,TRUE,TRUE,12,17
58.95450145,3.412,88.464,TRUE,TRUE,8,56
17.23136496,0.026,57.192,TRUE,TRUE,1,28
35.3339787,0.864,44.64,TRUE,TRUE,3,23
48.59632139,5.494,53.136,TRUE,TRUE,13,35
57.88964182,3.04,60,TRUE,TRUE,5,4
35.81800581,0.218,42.48,TRUE,TRUE,5,10
47.7250726,0,37.344,TRUE,TRUE,12,9
29.13843175,0.698,90.48,TRUE,TRUE,52,17
34.94675702,1.666,47.952,TRUE,TRUE,5,45
49.75798645,2.048,52.824,TRUE,TRUE,6,44
12.29428848,0.016,52.416,TRUE,TRUE,4,13
25.94385286,1.1,49.488,TRUE,FALSE,4,19
22.07163601,0,39.36,TRUE,TRUE,3,9
54.98547919,3.708,63.744,TRUE,TRUE,36,37
35.3339787,0.672,37.224,TRUE,TRUE,4,3
16.45692159,0,49.992,TRUE,TRUE,6,9
29.71926428,0.418,49.032,TRUE,TRUE,9,3
40.07744434,2.008,49.992,TRUE,TRUE,3,12
22.55566312,0.09,40.8,TRUE,TRUE,6,12
27.87996128,1.336,75.984,TRUE,TRUE,4,8
34.26911907,3.054,47.424,TRUE,TRUE,3,12
36.97967086,0.692,38.88,TRUE,TRUE,10,25
34.8499516,1.6,68.256,TRUE,TRUE,25,21
32.23620523,0.76,46.8,TRUE,TRUE,44,43
31.55856728,0.008,91.464,TRUE,TRUE,15,56
32.04259439,0.002,50.4,TRUE,TRUE,3,8
15.10164569,0.008,66.696,TRUE,TRUE,3,3
39.49661181,1.114,57.6,TRUE,TRUE,59,1
32.23620523,0.41,47.808,FALSE,TRUE,20,43
19.36108422,0.026,60,TRUE,TRUE,5,7
27.29912875,0,62.4,FALSE,TRUE,4,92
24.7821878,0.034,58.248,TRUE,TRUE,2,18
38.43175218,3.56,65.76,TRUE,TRUE,5,40
22.65246854,0.014,60,TRUE,TRUE,4,30
34.94675702,2.38,79.992,TRUE,TRUE,16,70
39.49661181,0.46,108,TRUE,TRUE,50,51
29.91287512,0.002,54.168,TRUE,TRUE,1,21
20.32913843,0.008,67.872,TRUE,FALSE,4,29
25.94385286,0.888,60.096,TRUE,TRUE,3,27
41.23910939,0.55,69.6,TRUE,FALSE,1,16
61.66505324,14.248,75.984,TRUE,FALSE,11,2
45.69215876,2.788,67.2,TRUE,TRUE,6,5
26.81510165,0.064,23.928,FALSE,FALSE,7,1
14.81122943,0.002,43.488,TRUE,TRUE,1,4
14.81122943,0,45,TRUE,TRUE,3,3
32.23620523,1.15,34.32,TRUE,TRUE,48,14
32.91384318,0.606,50.232,TRUE,FALSE,4,76
15.19845111,0.08,88.776,TRUE,TRUE,2,9
25.55663117,0.802,58.008,TRUE,TRUE,2,7
50.9196515,1.014,129.984,TRUE,FALSE,10,18
24.2981607,1.522,97.056,TRUE,FALSE,1,10
23.81413359,1.238,73.992,TRUE,TRUE,1,7
39.30300097,1.256,68.016,TRUE,TRUE,24,28
26.04065828,0.104,38.52,TRUE,TRUE,13,12
26.1374637,0.002,35.256,TRUE,TRUE,18,24
33.68828654,0.006,46.8,TRUE,TRUE,24,7
41.04549855,0.224,63.744,TRUE,TRUE,2,35
28.94482091,0,47.856,TRUE,TRUE,7,12
32.23620523,0.934,69.984,TRUE,TRUE,21,31
25.07260407,0,40.824,FALSE,TRUE,7,8
46.66021297,1.42,62.64,TRUE,TRUE,24,41
50.14520813,0.032,75.024,TRUE,TRUE,72,3
43.65924492,0,131.76,TRUE,FALSE,9,1
42.49757986,0.066,33.264,TRUE,TRUE,10,12
34.17231365,1.678,132.552,TRUE,FALSE,14,21
36.10842207,0.104,62.544,TRUE,TRUE,30,1
36.39883833,0.292,45.384,TRUE,TRUE,27,5
43.5624395,0.678,40.704,TRUE,TRUE,244,20
36.49564376,0.478,102.576,TRUE,TRUE,6,7
34.26911907,2.996,68.904,TRUE,TRUE,1,2
51.01645692,6.014,57.744,TRUE,TRUE,5,4
62.63310745,41.642,66,TRUE,TRUE,5,14
44.62729913,4.99,83.712,TRUE,TRUE,8,67
56.4375605,4.276,75.072,TRUE,TRUE,5,9
67.37657309,4.896,49.584,TRUE,FALSE,10,41
43.75605034,0.138,28.944,FALSE,TRUE,32,33
53.63020329,2.852,57,TRUE,TRUE,17,9
28.55759923,0.394,84,TRUE,FALSE,219,2
34.17231365,0.002,48,TRUE,TRUE,29,30
28.94482091,0.21,49.2,TRUE,TRUE,33,6
26.23426912,0.052,46.392,TRUE,TRUE,36,7
32.04259439,1.36,45.744,TRUE,TRUE,17,5
39.49661181,0.816,50.736,TRUE,TRUE,5,28
29.71926428,1.8,69.144,TRUE,FALSE,2,82
24.39496612,0.116,41.592,TRUE,TRUE,4,40
23.71732817,0,46.68,TRUE,TRUE,12,33
32.62342691,0.11,62.616,TRUE,FALSE,12,52
10.35818006,0.042,79.992,TRUE,TRUE,1,18
79.96127783,20.446,155.088,TRUE,FALSE,12,16
41.81994192,1.398,54.6,TRUE,TRUE,23,32
28.94482091,0.01,72,TRUE,FALSE,10,52
42.40077444,1.588,90.552,TRUE,TRUE,12,21
40.07744434,0.58,60,FALSE,TRUE,36,6
19.2642788,0,46.728,TRUE,FALSE,4,5
45.69215876,3.13,52.2,TRUE,TRUE,29,33
50.33881897,10.492,88.992,FALSE,FALSE,6,115
56.14714424,39.236,96.792,TRUE,TRUE,4,10
24.39496612,0.282,48.432,TRUE,TRUE,2,45
53.33978703,17.306,104.04,TRUE,TRUE,18,1
41.33591481,0.184,64.344,FALSE,TRUE,6,67
34.36592449,2.612,91.704,TRUE,FALSE,42,55
39.49661181,0.946,49.152,TRUE,TRUE,9,7
51.01645692,17.676,38.4,TRUE,TRUE,9,1
16.45692159,0.06,41.928,FALSE,FALSE,7,8
32.81703775,0.524,31.848,TRUE,TRUE,2,17
38.81897386,0,26.64,TRUE,TRUE,61,6
12.29428848,0.088,48,TRUE,TRUE,2,27
35.91481123,8.762,72.048,TRUE,TRUE,23,0
69.11907067,2.848,145.872,TRUE,FALSE,11,13
37.65730881,1.28,57.6,TRUE,TRUE,3,2
37.65730881,3.51,83.184,TRUE,TRUE,4,9
39.49661181,0.906,43.2,TRUE,TRUE,8,31
21.78121975,0.03,111.24,TRUE,FALSE,30,12
61.66505324,0.428,56.592,TRUE,TRUE,2,15
36.59244918,4.406,69.984,TRUE,TRUE,4,0
32.52662149,0.426,96.744,FALSE,FALSE,3,55
36.97967086,0.508,42.12,TRUE,TRUE,10,15
54.69506292,1.492,67.2,TRUE,TRUE,48,16
24.49177154,0.03,63.384,TRUE,TRUE,2,10
64.6660213,2.816,254.952,TRUE,FALSE,23,2
80.63891578,4.672,104.544,TRUE,FALSE,7,25
32.52662149,0.506,72.696,TRUE,TRUE,7,7
73.18489835,4.228,137.52,TRUE,FALSE,24,26
28.55759923,0.164,49.176,TRUE,TRUE,16,25
19.36108422,0,91.992,TRUE,TRUE,144,44
32.04259439,1.64,53.088,TRUE,TRUE,9,8
45.69215876,3.478,67.968,TRUE,TRUE,12,37
33.68828654,0,71.136,TRUE,TRUE,6,35
32.62342691,1.044,38.4,TRUE,TRUE,26,3
36.97967086,0.418,57.816,TRUE,TRUE,6,3
26.04065828,0.4,40.992,TRUE,TRUE,146,11
39.59341723,0.71,168.432,TRUE,FALSE,3,12
34.75314618,1.334,93.912,TRUE,FALSE,2,4
43.65924492,2.53,61.584,TRUE,TRUE,12,69
20.32913843,0.004,28.8,FALSE,TRUE,0,0
83.83349468,7.81,156,TRUE,TRUE,8,61
82.28460794,4.386,162,FALSE,FALSE,3,84
38.23814134,1.476,57.6,TRUE,TRUE,3,7
35.91481123,2.042,64.512,TRUE,TRUE,8,3
46.56340755,10.442,60,TRUE,TRUE,24,2
22.4588577,0.62,32.304,FALSE,FALSE,2,11
39.30300097,1.998,39.072,TRUE,TRUE,15,15
61.18102614,5.922,65.424,TRUE,FALSE,24,6
26.23426912,0.012,69,TRUE,TRUE,17,42
26.23426912,0.004,42.528,TRUE,TRUE,6,24
16.45692159,0.002,40.56,TRUE,TRUE,6,20
28.4607938,0.576,55.848,TRUE,TRUE,1,3
27.78315586,0.904,60.552,TRUE,TRUE,28,49
35.3339787,0.544,44.232,TRUE,TRUE,1,23
36.97967086,0.652,61.8,TRUE,TRUE,82,29
26.81510165,0.004,67.944,TRUE,TRUE,47,7
28.55759923,0.254,72,TRUE,TRUE,7,4
31.6553727,0.158,31.2,TRUE,FALSE,2,18
25.65343659,0.84,67.584,TRUE,TRUE,9,4
19.55469506,0,28.08,TRUE,TRUE,1,2
35.3339787,0.696,43.2,TRUE,TRUE,2,45
32.23620523,0.49,69,TRUE,TRUE,7,12
43.46563408,4.93,135.984,TRUE,TRUE,8,28
37.07647628,0.72,46.056,TRUE,TRUE,15,75
19.36108422,0.002,40.8,TRUE,TRUE,34,39
22.07163601,0.05,64.056,TRUE,FALSE,1,51
28.55759923,0.094,126.096,TRUE,FALSE,20,55
41.81994192,1.604,26.4,TRUE,TRUE,217,20
36.97967086,0.79,51.168,TRUE,TRUE,6,25
50.14520813,0.39,83.328,TRUE,TRUE,32,37
39.10939013,0,87.24,FALSE,TRUE,1,36
56.14714424,4.172,53.352,FALSE,TRUE,3,4
29.71926428,0.648,49.872,TRUE,TRUE,11,5
38.43175218,0.594,39.84,TRUE,TRUE,2,4
27.29912875,1.422,45.6,TRUE,TRUE,1,0
29.13843175,0.304,56.544,FALSE,TRUE,0,15
19.55469506,0.002,46.992,TRUE,TRUE,4,8
60.30977735,8.204,60.96,TRUE,TRUE,7,27
77.73475315,6.042,65.04,TRUE,TRUE,8,12
51.21006776,24.72,121.704,TRUE,FALSE,9,7
25.16940949,0,27.6,TRUE,TRUE,5,21
47.2410455,1.504,48,TRUE,FALSE,24,8
24.7821878,0.016,73.824,FALSE,FALSE,6,27
41.62633107,0,51.984,TRUE,TRUE,17,4
51.01645692,11.186,91.2,TRUE,TRUE,8,8
10.35818006,0.09,87.792,TRUE,TRUE,1,41
29.71926428,0.408,51.984,TRUE,TRUE,18,5
24.39496612,0.01,136.248,TRUE,FALSE,1,1
37.94772507,0.004,97.176,TRUE,FALSE,46,4
39.30300097,2.152,38.976,TRUE,TRUE,8,3
57.88964182,2.62,67.392,TRUE,TRUE,8,34
28.07357212,0.88,52.632,TRUE,TRUE,4,22
27.49273959,0.444,141.36,TRUE,FALSE,4,27
48.49951597,8.002,43.2,TRUE,TRUE,7,6
51.30687318,4.89,116.952,TRUE,FALSE,15,5
22.07163601,0.078,57.36,TRUE,TRUE,1,2
47.62826718,0,54,TRUE,TRUE,6,113
53.63020329,2.956,55.992,TRUE,TRUE,125,46
33.68828654,0.008,48.6,FALSE,FALSE,29,6
30.00968054,0,52.2,TRUE,TRUE,1,23
12.29428848,0.002,28.008,FALSE,TRUE,3,18
68.92545983,0.112,145.968,TRUE,FALSE,24,26
42.11035818,2.508,36.384,TRUE,TRUE,2,2
36.97967086,0.504,62.856,TRUE,TRUE,8,8
44.91771539,0.014,64.704,TRUE,FALSE,2,39
38.04453049,0.288,54.456,TRUE,FALSE,16,5
41.81994192,1.268,41.496,TRUE,TRUE,12,24
31.46176186,2.632,56.352,TRUE,TRUE,9,15
39.69022265,0.02,82.68,TRUE,TRUE,86,60
77.44433688,10.572,141.096,TRUE,FALSE,24,33
44.53049371,4.598,55.056,TRUE,TRUE,0,0
26.42787996,0,69.12,TRUE,TRUE,6,8
29.71926428,0.658,62.016,TRUE,TRUE,19,30
38.91577928,0.22,68.64,TRUE,TRUE,17,20
51.69409487,0.132,64.416,TRUE,TRUE,5,36
43.17521781,2.676,74.64,TRUE,TRUE,24,30
64.6660213,13.514,94.608,TRUE,FALSE,11,30
62.92352372,4.828,122.976,TRUE,TRUE,8,48
26.23426912,0.08,63.768,TRUE,TRUE,33,34
43.17521781,2.406,31.2,TRUE,TRUE,13,33
32.23620523,0.888,52.008,TRUE,TRUE,42,30
29.42884802,0.118,57.192,TRUE,TRUE,2,28
41.52952565,0.318,62.4,TRUE,TRUE,8,5
35.23717328,0,43.92,TRUE,TRUE,30,5
24.7821878,0.012,45.408,TRUE,FALSE,2,0
22.74927396,0,56.112,TRUE,FALSE,8,12
36.49564376,0.702,60.576,TRUE,TRUE,5,13
16.84414327,0.046,52.728,TRUE,TRUE,45,18
50.62923524,15.066,117.528,TRUE,FALSE,19,28
38.23814134,1.7,61.608,TRUE,TRUE,1,3
53.63020329,2.45,81.12,TRUE,TRUE,28,51
28.55759923,0.18,38.16,TRUE,TRUE,300,12
12.29428848,0.03,50.952,TRUE,TRUE,2,20
69.99031946,17.604,144,TRUE,TRUE,9,9
44.0464666,7.298,88.608,TRUE,TRUE,5,25
20.71636012,0,73.08,TRUE,FALSE,0,6
33.30106486,0.158,45.6,TRUE,TRUE,20,19
29.23523717,0,62.64,TRUE,TRUE,14,14
31.1713456,0.008,76.728,FALSE,FALSE,9,0
18.97386254,0.014,32.976,FALSE,TRUE,13,6
16.45692159,0,48,TRUE,TRUE,6,6
22.07163601,0.002,38.4,TRUE,TRUE,4,8
36.97967086,0.412,41.28,TRUE,TRUE,25,1
38.81897386,0.48,47.04,TRUE,TRUE,12,3
48.59632139,5.728,55.32,TRUE,FALSE,39,33
49.75798645,2.08,39.36,TRUE,TRUE,37,37
33.68828654,0,26.496,FALSE,TRUE,36,6
35.52758955,0.222,66.6,TRUE,TRUE,8,18
55.27589545,19.486,69.408,TRUE,TRUE,2,9
27.10551791,0.108,171.6,TRUE,TRUE,2,1
26.52468538,0.002,57.6,TRUE,FALSE,15,92
